hashId,event_count,unique_viewers,avg_time_spent
9xzpcxdt-1,476,387,7.084978991596638
9y2ylcxh-1,1,1,0.621
9y43jmba-1,398,320,6.854110552763819
9yduoyo9-1,283,241,6.181395759717315
9ye0iax7-1,4,3,8.81475
9yfa1hnl-1,726,520,13.783914600550963
9ymzsloc-1,2,2,6.298500000000001
9yp2xduw-2,2,1,0.616
9yprbyvg-1,377,320,6.96942175066313
9ysaa3n5-1,3,2,4.437666666666667
9yxssuw1-1,1,1,1.223
9z3jadib-1,14,14,10.159071428571428
9z3jadib-2,279,243,8.197716845878137
9zigoadw-1,335,282,4.203623880597015
Unknown,954,48,0.0
a08vajxk-1,16,14,7.0194375
a08vajxk-2,244,203,4.807020491803279
a0n1sc0k-1,504,391,6.394664682539682
a0osrswc-1,3065,2613,4.594435236541599
a0tcjxus-1,21,15,6.850904761904762
a0tcjxus-2,284,239,5.10987676056338
a0umfl12-2,9,4,9.015888888888888
a0zeiag7-1,380,292,6.415026315789474
a1afvsug-1,3,2,1.1066666666666667
a1jqz9mx-1,225,164,3.5478755555555557
a1kmcwbr-1,1,1,1.459
a1ma4hql-1,719,522,19.386143254520167
a1tndogo-1,396,307,10.09174494949495
a1xc4jih-1,3,2,3.8316666666666666
a29kmqhm-1,2,2,0.8275
a2ecsgwv-1,294,248,4.934139455782312
a2elbzvn-1,738,565,11.36540650406504
a2epwodw-1,1113,748,14.707199460916442
a2jjgmty-1,19,15,10.100526315789473
a2jjgmty-2,247,207,5.467623481781376
a2nivqgh-1,2,2,37.558
a2o4hofz-1,806,502,13.821110421836229
a2qtynwj-1,2,1,5.803
a3vlsxyy-1,7,4,3.7534285714285716
a4belolq-1,355,299,3.776915492957747
a4n6vo4c-1,439,354,4.318291571753987
a4qe3j4t-1,578,443,17.304093425605537
a4w8gaul-1,349,280,5.185931232091691
a4woolc4-1,292,243,5.829119863013699
a52ifn1s-1,1,1,1.978
a59xhiy0-1,298,247,5.077956375838927
a5bu9oai-1,2,2,5.758500000000001
a5cdkipz-1,388,295,7.65066237113402
a5fqli7h-1,322,256,5.680357142857143
a5mpjmo6-1,436,323,8.087724770642202
a5xrzggh-2,1,1,3.683
a5zrr1rz-1,257,218,4.875525291828794
a69eyyls-1,28,23,5.153357142857144
a69eyyls-2,215,180,4.037725581395349
a6espx8x-2,2,2,5.644500000000001
a6fmvh3c-1,6,3,3.265
a6hugsjy-1,11,5,8.555818181818182
a6inw7zx-1,18,17,5.893
a6inw7zx-2,329,270,6.076158054711247
a6mf3lqo-1,288,235,5.159149305555555
a6s38j09-1,17,14,9.710176470588236
a6s38j09-2,409,329,10.987139364303179
a7elh1zb-1,23,16,12.419434782608695
a7elh1zb-2,327,278,9.57473394495413
a7gdpeuc-1,322,249,7.128580745341615
a7gynpqf-1,376,308,3.3745212765957446
a7j3ewdn-1,315,252,6.840473015873015
a7qe6hux-1,271,218,6.798464944649447
a7qxvvjq-1,422,322,17.391656398104267
a7rxqe3m-1,332,289,4.947225903614458
a7su2fgc-1,1,1,0.988
a7tqpbsw-1,985,684,15.434534010152284
a7wtjetb-1,376,288,5.824930851063829
a80d0c39-464b-451f-9ec6-c646d53fb084-1,1,1,1.36
a81ihsb3-1,22,19,8.510272727272728
a81ihsb3-2,404,336,7.425519801980197
a8fdxcwj-1,4,2,5.937
a8jkeata-1,523,407,8.278038240917782
a8rpyib2-1,574,458,13.515331010452963
a8sesd5m-1,274,221,6.624905109489051
a945stxd-1,3,2,1.11
a94yywz9-1,564,452,11.283384751773049
a97svvyc-1,368,301,8.9928125
a9aooptp-1,1,1,0.49
a9gvsjxq-1,835,593,10.459010778443114
a9jenibr-1,314,263,8.807665605095542
a9lkzrv8-1,1143,767,19.517088363954507
a9moydxs-1,240,211,5.56135
a9nit53y-1,2,2,14.0945
a9qi09ie-1,507,418,6.8683116370808674
a9sxjkop-1,894,652,14.95679418344519
a9zdjyta-1,424,327,9.154908018867925
aacrersd-1,1,1,42.207
aaerqrj4-1,288,250,6.058253472222223
aagxwoxy-1,4,4,2.61925
aap6tiuc-1,8,3,3.590125
aauxcq17-1,15,13,4.1444
aauxcq17-2,314,258,4.805216560509554
aavld6xm-1,1,1,0.518
aayf0nka-1,276,226,5.610641304347826
aazlncei-1,328,264,6.894646341463415
ab1o75gs-1,349,286,6.489349570200573
ab9zgmvc-1,255,198,3.804501960784314
aba3ydlp-1,1,1,11.529
aba3ydlp-3,1,1,22.019
abbmihax-1,413,342,9.008414043583535
abcxagsz-1,3,2,4.074333333333333
abepe9bb-1,328,275,3.661853658536585
abgdbyfq-1,3,3,5.623666666666668
abipsbzq-1,465,376,8.053206451612903
abjsbau1-1,654,505,12.086666666666668
abjyhl2d-1,338,285,9.759828402366864
abkadgrx-1,1,1,0.3
abklitwv-1,307,236,6.024563517915309
abok5xnh-1,23,21,4.540521739130435
abok5xnh-2,221,182,5.151723981900452
abv3xdld-1,555,451,11.514387387387387
abxls3iu-1,2,2,3.15
abzuawyd-1,18,16,16.0145
abzuawyd-2,358,289,6.848033519553073
ac0tb2gf-1,1,1,11.298
ac18iqmr-1,1,1,0.688
ac4c5vpp-1,457,359,8.182553610503282
ac6g1ghs-1,320,254,6.460500000000001
ac6uc5u1-1,492,390,9.261920731707317
ac9dotqb-1,281,249,8.325124555160142
acbau9dz-1,323,271,4.8506284829721364
acf4sskp-1,3,3,6.458666666666666
acgag8vo-1,3,2,4.559
acgdrvho-1,358,305,8.67258379888268
acivm1q8-1,26,18,10.152846153846154
acivm1q8-2,264,221,6.636651515151515
acnix0nb-1,1,1,6.551
acoquv88-1,283,224,4.663060070671378
acpzepjd-1,481,385,9.98689812889813
acq8c4i1-1,329,263,7.656589665653495
acqirz7y-1,4,4,10.5185
acsqzsuo-1,3,1,15.863
acvbf0kc-1,1,1,2.1
acxwu5r1-1,460,322,6.563321739130435
ad0nxkvf-1,314,257,6.170850318471337
ad2nubhy-1,232,201,4.5125
ad8lqx8w-1,2,2,6.041
adcchtdn-1,413,338,10.233721549636805
add3eeol-1,336,275,7.777494047619047
add8jjyu-1,3,2,3.5363333333333333
adfotdan-1,309,248,6.5231974110032365
adghzeyh-1,450,371,9.313657777777777
adkovt7b-1,325,261,7.225403076923077
adkvnjta-1,1,1,0.656
adkxetzs-1,4,3,3.0984999999999996
admj6lyl-1,1,1,14.863
adoakole-1,2,1,1.2755
adocrvk3-1,2,1,8.6195
adohcyym-1,302,247,5.546516556291391
adquwrd0-1,1,1,0.589
adslxppa-1,2,1,1.5475
advyc1sn-1,3,3,7.079666666666667
adw4ew2e-1,1,1,0.911
ae3thoph-1,272,224,7.784937500000001
ae7iojec-1,698,541,11.269849570200572
ae9hfobk-1,2,2,6.2325
aeaznwtl-1,1,1,2.594
aecn1siz-1,457,355,5.010818380743983
aehzgwe6-1,572,435,7.895279720279721
aem01quj-1,20,15,5.49575
aem01quj-2,264,219,4.842280303030304
aeo1sncg-1,713,526,9.664520336605891
aes4486k-1,397,308,6.4418060453400505
aesm3bej-1,17,16,6.577058823529412
aesm3bej-2,304,255,4.707032894736843
aetzaizx-1,713,494,12.025570827489481
aeuxj6jv-1,305,245,6.305737704918033
aevmpefw-1,251,198,4.803621513944224
aeyauyav-1,355,277,8.501439436619718
aez88yib-1,20,16,5.68975
aez88yib-2,280,224,5.088875
aezkrv9d-1,22,18,8.432454545454545
aezkrv9d-2,301,238,6.294714285714286
aezwewgr-1,304,253,7.386815789473684
af5kwjvv-1,955,673,13.351280628272251
af94qrm1-1,316,262,8.002477848101266
afb9msox-1,326,262,4.8523650306748465
afbmpou9-1,23,17,10.044652173913043
afbmpou9-2,280,222,4.992428571428571
afiefc0p-1,377,311,7.94927851458886
afimz8sq-1,341,264,6.4593284457478
afk2tet2-1,25,20,7.379879999999999
afk2tet2-2,382,317,13.433217277486913
afkelpy6-1,373,304,8.560847184986596
aflfokfu-1,343,283,7.1710758017492715
aflkgud0-1,4,1,8.12425
afluwlsg-1,281,230,4.8277259786476865
afpkadmp-1,27,24,8.856444444444444
afpkadmp-2,353,274,7.482546742209632
aft7d8l1-1,346,260,5.663482658959538
aftcn0aq-1,4,3,21.93225
ag454bd4-1,263,210,5.64912927756654
ag8hmrnx-1,262,208,5.089458015267176
agliqzjf-1,550,444,7.917483636363636
agpmxmxg-1,323,262,5.785637770897833
aguukaxd-1,1,1,2.181
agy2mmpb-1,3,3,12.695666666666666
ah175ama-1,1,1,7.0
ah31agva-1,712,514,12.052793539325842
ahgbscaz-1,21,20,6.9068571428571435
ahgbscaz-2,399,322,6.688142857142857
ahmwab07-1,299,242,7.023190635451505
ahtcqxcz-1,27,19,3.5156296296296294
ahtcqxcz-2,293,243,4.3462764505119456
ahuskkxd-1,662,459,14.430022658610271
ahuwzpa7-1,2,2,3.975
ahwwitli-1,660,513,7.926207575757575
ahxtpaks-1,319,271,6.886137931034482
ahybvusi-1,633,446,12.012641390205372
ahyrumza-1,1,1,0.513
ai1zdchb-1,325,272,7.901375384615385
ai2bc3f1-1,1,1,7.701
aibqgfsx-1,981,706,14.76093374108053
aid1kv57-1,284,231,6.094387323943662
aiewe3rn-1,4,3,15.5425
aihcm3el-1,1,1,10.81
aihrm4we-1,2,1,10.087
aimnk4ke-1,146,124,10.80968493150685
ain0zqfr-1,1,1,0.822
aiqbz3gm-1,1,1,6.676
aiqkusl6-1,4,4,6.22175
aiwroiaq-1,350,271,6.032554285714285
aiyqiolr-1,16,14,3.9305624999999997
aiyqiolr-2,213,181,6.473723004694836
aj53mzcg-1,6,1,1.7503333333333335
aj6187bm-1,379,312,9.671601583113455
ajan8dow-1,312,256,6.87022435897436
ajch19nt-1,244,193,7.28425
aje9kjmy-1,12,7,3.044166666666667
ajeg5eyx-1,1,1,0.429
ajgmvciz-1,355,283,5.626371830985915
ajjsd5wn-1,401,326,11.981062344139652
ajlc7ou7-1,16,15,14.553374999999999
ajlc7ou7-2,298,257,8.226389261744966
ajpgepdz-1,407,326,9.37513022113022
ajptlphz-1,20,17,9.0795
ajptlphz-2,330,278,5.650121212121212
ajqb5mny-1,57,44,9.13657894736842
ajqffrhj-2,1,1,4.844
ajsh9l6h-1,1,1,0.983
ajslfaf3-1,1,1,6.344
ajsrqmpk-1,357,289,4.703557422969188
ajxjkbcw-1,1,1,10.983
ajz8f18h-1,1,1,0.269
ajzuukgb-1,2,2,12.003
ajzuukgb-2,4,2,2.5595
ak1vg2zr-1,394,332,8.651895939086295
ak5gjdlu-1,331,263,5.986601208459215
ak7mm0x7-1,291,231,6.587161512027492
akpskjmg-1,347,281,9.821731988472623
akrhvbtm-1,1,1,0.554
akuyqvet-1,362,307,7.184582872928177
akwwgqik-1,20,18,6.19465
akwwgqik-2,280,227,6.814592857142857
al1a6f7v-1,438,354,8.525840182648402
al1tewfj-1,520,408,4.554996153846154
al2crtvs-1,333,281,7.16342042042042
al7idj1r-1,15,13,5.416533333333334
al7idj1r-2,283,242,4.852851590106007
ala6qquh-1,6,2,3.2403333333333335
aldsnrom-1,5,2,1.8326
alersdda-1,1,1,27.065
alfcxhiz-1,338,277,6.071103550295858
allhqc0o-1,735,569,14.799624489795919
alorksob-1,17,13,6.256882352941177
alorksob-2,329,268,4.996738601823708
alqdhyni-1,3,2,9.692333333333332
alqoey0x-1,1126,795,14.209974245115454
alqrwh9f-1,5,2,6.110799999999999
alqtovwe-1,1,1,18.928
alvbwvnl-1,1,1,0.591
alwk2g8w-1,641,483,9.009301092043682
alyrwhxt-1,1,1,6.747
am05kund-1,12,12,3.8433333333333333
am05kund-2,230,199,4.211830434782609
am5d6flj-1,11,6,3.5863636363636364
amadvyja-1,24,16,8.193916666666667
amadvyja-2,309,276,5.407245954692557
amhmxy7m-1,345,267,4.988678260869565
ami1z2st-1,13,12,10.79946153846154
ami1z2st-2,118,104,4.594076271186441
amiyzazv-1,241,203,6.408825726141079
amkhtk7z-1,149,84,22.57955033557047
amkorl7v-1,7,6,7.103571428571429
amkorl7v-2,79,66,7.799620253164557
amnnjylc-1,316,263,7.041373417721519
amoyij7i-1,615,493,5.43589268292683
amr6bwsc-1,1498,905,11.304754339118826
amromvj3-1,296,254,5.916185810810811
amvndtu7-1,300,238,9.00474
amzxccwy-1,1,1,0.442
an063tv0-1,621,474,8.139571658615138
an2lcdtd-1,3,3,10.251333333333333
an3xeyzx-1,416,334,7.326420673076924
anbqmegq-1,5,3,11.857
aneun1um-1,574,443,11.749489547038328
anfmmpdg-1,414,325,8.852374396135266
anidujra-1,489,376,9.537269938650308
anim3y7y-1,1,1,60.884
anzbk38h-1,2,1,10.144
anzk3pip-1,309,244,6.898838187702266
ao0jwnwh-1,3,3,2.6176666666666666
ao7f1uku-1,416,344,9.376810096153847
ao8fina2-1,324,260,8.945614197530864
aoaa4fv4-1,1546,1038,16.327847994825355
aob3r1fv-1,715,550,9.558254545454545
aobj6i5q-1,1,1,3.457
aobugrgv-1,1,1,8.903
aofoes8v-1,295,223,15.297667796610169
aom0ssiy-1,1,1,0.998
aox9bzne-1,532,429,9.005296992481203
aoyjgqpu-1,451,364,8.221842572062084
aoyvekir-1,1,1,9.381
ap0d749k-1,280,241,4.935632142857143
ap4v5e8o-1,4,4,7.4395
apaqirib-1,7,5,9.849857142857143
apaqswgs-1,233,192,5.859695278969957
apaqtqfx-1,277,226,5.57738989169675
apcsufe5-1,583,407,11.876939965694683
ape3dkqj-1,2,2,21.977999999999998
aphfmjls-1,8,2,7.100875
apjacyxi-1,4,4,15.751000000000001
apkogqrn-1,21,19,9.777238095238095
apkogqrn-2,281,249,6.495516014234876
aplcugel-1,1,1,0.45
aplsg3e2-1,1,1,0.571
apmlzr6h-1,316,258,8.903272151898735
apn42gdc-1,351,299,4.208475783475784
apnbkbyt-1,1,1,0.569
applvedh-1,1,1,8.12
appsaecu-1,1,1,2.724
apt49vaz-1,616,481,9.785199675324675
apvbidhh-1,5,2,19.094199999999997
apvephgw-1,431,345,8.143549883990719
apzbalxb-1,308,245,7.7693441558441565
aq0ijpve-1,6,4,13.921166666666666
aq0ijpve-2,61,52,6.571655737704917
aq6ku7jf-1,1,1,7.435
aq83cq5r-1,215,183,5.933981395348837
aq9ghyth-1,300,259,4.930996666666666
aqe2muev-1,1,1,26.859
aqeq8nyi-1,333,265,7.21445045045045
aqfgqufp-1,3,2,0.9499999999999998
aqhfjr28-1,562,429,6.910314946619217
aqpngywe-1,379,311,7.229300791556729
aqqjxr7c-1,286,227,5.643926573426573
aqr6xwen-1,407,334,8.211063882063883
aqrljzrt-1,1,1,0.51
aqvdtnkj-1,16,10,3.6294375
aqxfybvh-1,283,237,9.520332155477032
aqzwiac7-1,519,410,10.933606936416187
ar21j9hb-1,3,1,2.4646666666666666
arbuovr0-1,6,6,10.773666666666665
arbuovr0-2,183,160,3.8465081967213113
ardlut3z-1,15,15,7.820666666666667
ardlut3z-2,314,254,7.160238853503185
arj3cbea-1,673,497,10.016465081723625
arm8x1eu-1,1,1,0.343
arn9yz4u-1,248,199,5.668955645161291
arohscr8-1,293,234,6.186692832764505
arovzruq-1,1,1,0.285
arrtisc8-1,399,320,6.972852130325815
ars2cx9v-1,3,3,8.24
arszf09w-1,1336,824,16.57797005988024
artjucoh-1,1,1,8.349
arttdlvf-1,361,303,9.325670360110804
artxh0hx-1,375,304,7.573728
as0l64s0-1,386,298,7.000924870466321
as3aka1n-1,16,14,15.953375000000001
as3aka1n-2,296,256,9.350756756756757
as8wa5cz-1,309,268,8.207689320388349
asdsgk6j-1,26,19,3.0860384615384615
asdsgk6j-2,357,306,4.336963585434174
asnd0kru-1,642,439,9.864459501557633
aspn0mia-1,561,434,8.867880570409982
asqdsvjz-1,303,253,5.559610561056106
assj45m0-1,329,274,5.4974589665653495
asvdkdxn-1,7,4,6.832857142857143
asyhyu1m-1,3,3,11.710666666666667
asz3gm3b-1,235,197,7.410510638297873
at3fa4lu-1,418,301,10.344478468899522
at3u02jn-1,1,1,0.571
at4adikr-1,498,387,6.012883534136546
atbfutj6-1,1,1,12.83
atcao71q-1,1,1,0.673
atd4p7ex-1,270,213,8.317262962962964
atdktqkp-1,306,258,7.799232026143791
atifcp9m-1,1,1,0.305
atkgg2t4-1,242,199,5.641194214876034
atlsarl9-1,117,96,9.876136752136752
atlsarl9-2,223,186,20.476668161434976
atlsarl9-3,148,112,10.405108108108108
atmutlf3-1,538,427,10.31714126394052
atmypznk-1,743,592,9.521600269179004
atnoerqc-1,550,428,13.935778181818181
atrrkfeh-1,362,308,5.563966850828729
atsek1vy-1,625,455,10.0043056
atttqlc5-1,398,315,6.637861809045226
atvzijw5-1,399,340,5.74416290726817
atw7k86l-1,359,295,6.09708635097493
atzumrt5-1,335,271,7.120250746268657
atzyjte8-1,1,1,9.594
au3yoxpk-1,291,235,4.361072164948453
auaf33bt-1,539,424,7.798526901669759
auara2xx-1,18,16,12.519055555555555
auara2xx-2,234,177,19.462282051282052
aued6j2x-1,1,1,9.078
auiruffy-1,421,335,5.601574821852731
aukzlpzh-1,300,230,6.750333333333333
auoa4vhx-1,628,515,9.4436449044586
auqlymjg-1,19,19,10.44578947368421
auqlymjg-2,303,256,9.052006600660066
aus63lxw-1,1,1,0.838
auwtcdaq-1,2,1,0.6375
auzerxlc-1,296,234,6.98639527027027
auzfw0ll-1,299,251,8.04005016722408
auzssjdk-1,463,355,12.528490280777538
av02gysz-1,4,1,1.25075
av4povot-1,321,253,8.431722741433022
ava3p6jh-1,233,186,8.13245922746781
avaytrcr-1,641,488,9.48715600624025
avd1oixn-1,19,16,8.973526315789472
avd1oixn-2,231,180,5.081212121212121
avd2l5zi-1,655,526,9.210016793893129
avfpk1vi-1,1402,903,18.790090584878744
avhhbbms-1,226,185,8.173982300884955
avjazqnq-1,2,2,0.55
avjovvkl-1,6,4,2.670833333333333
avnguhi8-1,760,583,12.173243421052632
avp0h07r-1,2,2,6.995
avp1rl21-1,2,1,5.882
avqeklul-1,15,14,10.528866666666666
avqeklul-2,305,257,6.67427868852459
avqofbzv-1,21,19,3.156666666666667
avqofbzv-2,291,233,4.389982817869416
avrokwzg-1,2,2,6.558
avtlud23-1,1,1,3.878
avtmyyxs-1,6,3,1.4240000000000002
avvjlvne-1,1,1,8.223
avyt1sjw-1,214,161,7.13631308411215
aw6o8yhk-1,2,2,9.307500000000001
aw6othzh-1,575,378,8.337048695652173
awb5lmgs-1,592,464,8.279530405405405
awbooxbj-1,450,367,11.234802222222223
awbvaxyy-1,290,232,3.8569379310344827
awinbn98-1,4,4,5.1122499999999995
awixey9w-1,11,8,10.591454545454546
awixey9w-2,179,154,5.147446927374302
awjsrdae-1,19,12,9.837105263157895
awlw5ltx-1,4,3,2.11725
awpxjdez-1,296,240,5.54910472972973
awrra0kn-1,599,459,12.141497495826377
awtbevl1-1,592,418,11.215942567567566
awtpezln-1,667,424,10.869178410794603
awz4fb9b-1,5,4,25.6718
ax0tlssw-1,324,261,5.208296296296297
ax25qb9q-1,65,52,6.85
ax85biyr-1,1,1,0.227
axgrbjoe-1,386,288,9.013365284974094
axgykfh2-1,270,231,4.275555555555556
axkhxdwl-1,2,2,10.836
axkynio8-2,2,1,0.819
axoozh9i-1,299,253,5.033130434782609
axqcrds6-1,507,411,11.140347140039447
axtrbsnw-1,390,294,7.942976923076923
axu5yp49-1,224,182,6.031325892857143
axwypsmb-1,21,16,7.843999999999999
axwypsmb-2,255,212,4.397294117647059
axypa8zt-1,339,286,5.322115044247787
axyprh0v-1,780,597,11.419674358974358
ay06ybg4-1,493,377,6.514174442190669
ay5r6xtz-1,21,20,3.8754761904761907
ay5r6xtz-2,373,297,5.435219839142091
ay9a9jnb-1,537,411,7.316815642458101
aycp38uy-1,444,358,11.299198198198198
ayfv0zpy-1,2,1,0.571
ayhmmwez-1,367,295,4.58891008174387
ayk7v2gu-1,25,22,13.80692
ayk7v2gu-2,406,318,8.911428571428571
ayo5egb0-1,1,1,0.328
aytheogd-1,387,306,9.225201550387597
ayu4qush-1,3,1,1.429
aywwltve-1,3,2,4.712333333333333
ayyvjbrx-1,1498,957,17.64779038718291
ayzgas7v-1,1,1,0.344
az0bgras-1,3,1,1.4639999999999997
azcschlh-1,404,322,8.0090099009901
azcypqe6-1,1,1,2.708
azfczi6w-1,1066,802,13.657986866791745
azn8i4k8-1,421,348,6.077945368171021
aznvhvxz-1,243,204,3.791860082304527
azqafjsf-1,328,286,8.053152439024391
azr1nsy9-1,404,322,9.023943069306931
azsn1vv5-1,1,1,10.956
aztfdwzy-1,396,317,9.004439393939393
aztfri0p-1,345,278,7.935228985507246
azv9a4dy-1,13,11,28.80130769230769
azv9a4dy-2,280,246,5.351385714285714
azwuiyf9-1,307,246,4.200677524429968
azzychht-1,3,1,16.384333333333334
b05wpu8q-1,395,316,8.556721518987342
b08dvzpk-1,738,582,10.877521680216802
b0dj0vpr-1,178,145,4.245460674157304
b0dsh54u-1,1,1,7.633
b0egn1yg-1,24,21,4.289791666666667
b0egn1yg-2,371,308,4.245857142857143
b0huyxds-1,353,285,8.504050991501416
b0kphayv-1,14,9,8.828642857142857
b0kphayv-2,191,163,6.986387434554974
b0lnqwih-1,735,435,8.332597278911564
b0rqkro7-1,1,1,15.63
b0tq8men-1,277,227,5.639750902527076
b0uxoctq-1,17,15,7.443352941176471
b0uxoctq-2,325,278,6.373516923076923
b1humcii-1,328,275,6.091618902439024
b1mj9j7t-1,14,13,8.67057142857143
b1mj9j7t-2,261,210,11.144394636015326
b1mnfjb4-1,517,406,6.876549323017408
b1nlfyqw-1,20,16,6.8904
b1nlfyqw-2,238,192,8.138651260504203
b2b9ekon-1,375,301,9.75632
b2dqmhwl-1,443,368,8.453361173814898
b2lusdo1-1,381,311,7.850257217847768
b2n3gcpj-2,1,1,4.714
b2qnjyxr-1,463,348,9.019896328293738
b2rfh0bw-1,108,90,8.941407407407407
b2rpvtbh-1,332,268,7.060186746987951
b2rrklau-1,1,1,7.007
b38oifk1-1,3,3,15.299666666666667
b3gjmg3z-1,304,245,7.410115131578948
b3hgeydh-1,3,1,0.42766666666666664
b3m6fkx7-1,4,2,17.13075
b3rwzq8r-1,35,25,10.25242857142857
b3rwzq8r-2,340,274,10.506602941176471
b406vqmy-1,4394,3025,6.9500166135639505
b40xtjje-1,2,2,2.6100000000000003
b4b6mkkm-1,529,416,8.408521739130435
b4kp3hh5-1,462,365,6.265794372294373
b4s1jul6-1,255,221,7.182043137254902
b50xyivt-1,264,219,4.091276515151515
b5g4rkxu-1,1,1,34.557
b5oi0aum-1,346,267,5.8160982658959535
b67nqing-1,3,3,5.9430000000000005
b6epe8ze-1,1,1,7.173
b6g0djm1-1,22,20,4.709772727272727
b6g0djm1-2,199,169,4.572532663316583
b6gxjzr9-1,1,1,1.342
b6jstnvx-1,1,1,4.697
b6ms1kdt-1,436,354,9.20054128440367
b6t85shb-1,366,288,4.50738524590164
b7ky5zke-1,371,308,7.4750215633423185
b7smse3x-1,4,1,16.19275
b84o9hip-1,505,385,10.634726732673268
b8pswxkv-1,327,244,6.316027522935779
b8vm6vuf-1,448,352,7.672453125
b8vuzz2c-1,3,1,17.959333333333333
b8w8oxwi-1,2,2,10.08
b93dvnjr-1,416,327,9.40482451923077
b9a2ncya-1,780,516,16.531908974358974
b9fkc72k-1,346,283,5.829193641618497
b9ihlqff-1,204,178,7.181823529411766
b9nv7cgy-1,15,12,8.908466666666666
b9nv7cgy-2,325,262,8.04903076923077
b9rzrqny-1,329,271,5.760276595744681
b9uf15nw-1,318,253,8.658147798742139
b9v8wbxp-1,1,1,4.417
b9xeuxhk-1,2,1,2.436
b9xeuxhk-2,2,2,0.5335000000000001
b9ylvuan-1,1,1,0.721
ba03uo7n-1,1,1,59.395
ba6q8ml3-1,304,246,7.3419671052631585
ba7viauj-1,4,1,14.98975
bacnaijt-1,3,2,13.777666666666667
bafcfeek-1,2,2,7.816
bafgkdog-1,323,261,6.080136222910217
bafq1sdy-1,1,1,9.532
bairlwp9-1,528,411,9.07175946969697
bal9802n-1,349,287,4.168263610315186
baobtdsp-1,6,2,2.6335
bb3ej8eb-1,17,15,6.222058823529411
bb3ej8eb-2,590,451,11.077377966101695
bb73xjdb-2,2,2,0.53
bb7kjjsv-1,1,1,0.578
bb9yhkhg-1,1,1,4.892
bbg4m7kv-1,681,539,9.091757709251102
bbgbzypn-1,334,282,7.163305389221557
bbkgtvi0-1,943,718,6.108113467656415
bbkjyucz-1,250,204,5.663808
bbmz84lz-1,1810,1004,18.14766685082873
bbofe2qx-1,12,11,6.547916666666667
bbofe2qx-2,174,147,5.977534482758621
bbpd6mqz-1,1,1,26.969
bbws7z92-1,852,633,11.268933098591548
bc2zkgjj-1,312,260,4.755788461538462
bc3lxasd-1,15,11,12.571
bc3lxasd-2,322,269,7.959835403726708
bc5dyrvi-1,166,139,5.685259036144578
bc8iurbt-1,5,3,33.047399999999996
bcb5zdke-1,19,17,6.252157894736842
bcb5zdke-2,336,282,4.490672619047619
bciihakj-1,339,279,4.819902654867256
bcirb5d7-1,285,236,5.850336842105263
bcmd3wmc-1,24,22,8.136416666666667
bcmd3wmc-2,239,211,5.548489539748954
bcmgvcpk-1,366,297,4.770827868852459
bcmsuwaz-1,8,3,24.085124999999998
bcofixm1-1,2,1,0.889
bcpaeumh-2,3,2,1.3686666666666667
bcsz891x-1,1,1,0.414
bcukg7gj-1,397,306,5.488647355163728
bcvwmtj0-1,1,1,0.848
bcw3zn7q-1,217,168,9.207202764976959
bczho5bp-1,4,4,3.54475
bczyucyk-1,1,1,0.736
bd2hovy4-1,18,15,3.6371111111111114
bd2hovy4-2,415,352,8.244525301204819
bd4yjzsv-1,1,1,49.818
bd6es6hq-1,295,248,7.221291525423728
bd6ptphy-1,2,2,1.748
bdfh5mi1-1,450,359,9.542108888888889
bdhhttuw-1,281,238,6.882188612099644
bdj1o0rh-1,1,1,0.521
bdo3rnzt-1,416,316,9.518060096153846
bdqqxl6o-1,348,276,8.322706896551724
bdrooloy-1,516,401,8.762333333333332
bdypftpq-1,347,287,5.02092795389049
be1dbrqv-1,2,1,0.607
bebzylxq-1,557,451,12.866378815080791
beedt4g4-1,4,4,9.00675
belk9tim-1,495,388,9.151242424242424
bem4hv2z-1,4,3,10.198749999999999
bep5qb65-1,1,1,0.712
bepiw66x-1,402,310,8.478957711442787
bes2x5rg-1,2,2,4.5280000000000005
bf1a1l6w-1,1,1,0.314
bf1lkvpc-1,27,21,6.542370370370371
bf1lkvpc-2,448,370,11.738011160714285
bf2oxaan-1,368,311,8.24416847826087
bfeehnpx-1,398,321,7.697748743718593
bfgpygua-1,319,254,5.419416927899687
bfmnfhf7-1,526,378,6.386650190114069
bfpd1vwh-1,307,252,7.046100977198696
bfsfuny8-1,14,14,3.943214285714286
bfsfuny8-2,317,265,6.596886435331231
bft7wfdk-1,580,459,6.046563793103449
bfxfhidy-1,470,335,10.74464255319149
bfzqa195-1,823,646,10.588912515188335
bg1euemx-1,4,3,17.821749999999998
bg4yvmxz-1,1,1,2.883
bg7o6ogw-1,8,4,19.294
bgd0jmsh-1,751,552,15.365384820239681
bgeecrm0-1,425,348,8.886915294117646
bgjybtxn-1,1,1,0.76
bgkcoliu-1,659,466,8.906400606980274
bgmz3lbc-1,14,13,9.828142857142856
bgmz3lbc-2,260,218,4.463292307692307
bgnn3rha-1,298,246,5.5243926174496645
bgntw8ro-1,15,14,7.657466666666667
bgntw8ro-2,287,247,6.872344947735192
bgsaqohr-1,27,18,5.557925925925925
bgsaqohr-2,297,239,5.519878787878788
bgum7non-1,13,12,7.714384615384616
bgum7non-2,279,236,7.766663082437276
bguwehjo-1,181,167,3.6469060773480666
bgwojaqg-1,2,2,21.546
bh8yr8d6-1,1,1,0.394
bhamhe0k-1,442,349,8.49933484162896
bhcfdvjk-1,374,297,6.812216577540107
