deviceId,event_count,total_time_spent,unique_content_count,first_seen,last_seen,active_days
10002898-1de1-4a3c-a4fa-62d9f6fad0fa,479,1606.299,425,2023-06-27 03:38:15,2023-07-23 08:31:51,27
1000c0e3-b8c1-4d9c-9ba5-c90fd50fdb5f,135,692.058,114,2023-06-30 10:04:43,2023-07-24 05:12:34,24
10058092-4041-4b93-b1b1-c3e87bb066fe,3,24.650000000000002,2,2023-07-12 08:56:17,2023-07-12 08:56:42,1
1005ea60-cfe0-4c5e-b590-d7ed1b251553,74,236.216,68,2023-06-28 14:13:03,2023-07-21 07:32:48,23
1006c9f6-8792-4ffb-83b5-2ab8d597be62,21,86.755,18,2023-06-28 11:32:05,2023-07-24 12:57:30,27
100aa4fa-338a-4a91-8cae-f044be269547,12,67.854,6,2023-07-02 09:00:19,2023-07-24 17:03:37,23
1011c391-6400-47b8-831f-ea200bb419d0,105,810.752,73,2023-06-29 06:32:10,2023-07-22 14:04:03,24
1016bb37-71a2-4f16-91b0-c42c0c24c0c0,17,126.10499999999999,13,2023-06-30 07:02:14,2023-07-25 08:38:46,26
10251c03-d1f8-4641-8f01-32ea78db6148,163,1398.595,123,2023-06-28 14:01:45,2023-07-25 16:18:12,28
10288540-a600-46c9-818f-ef1bdd025d2d,99,2544.67,67,2023-06-27 10:24:07,2023-07-23 06:32:23,26
102bc0f0-d941-4b46-9109-14198af90a96,65,485.431,50,2023-06-28 10:12:33,2023-07-21 04:27:15,23
103a8027-16d6-46a4-9e17-c0177e5966a3,439,2731.241,380,2023-06-28 18:38:26,2023-07-16 07:55:11,18
103b7697-ccef-4cb7-9754-2d0f3c09ae69,179,1269.729,147,2023-06-27 08:19:50,2023-07-25 18:47:23,29
1041f82d-108d-4a69-9748-294a4a5c6816,225,3479.212,174,2023-06-30 02:58:43,2023-07-25 06:23:05,26
1048cf73-b357-4586-b81f-1a89cf174c46,132,1073.764,106,2023-07-05 23:41:33,2023-07-23 09:32:37,18
105085ca-7f36-4d37-810c-002728e9f3a9,13,173.30700000000002,8,2023-06-27 05:07:11,2023-07-15 08:10:06,19
1060eaf1-c208-4cf3-a408-67e3ca361544,17,209.986,7,2023-06-30 01:52:47,2023-07-20 06:00:17,21
106705aa-b0d3-4df8-9071-179f6616dd5a,4,75.454,4,2023-07-13 00:10:05,2023-07-13 00:11:00,1
106991c2-2d07-405d-b1b2-f1c78482f650,1,3.36,1,2023-07-14 11:11:32,2023-07-14 11:11:32,1
1069ccb2-62ee-47a5-9cb6-f8f80f9a52b0,2600,17734.598,1916,2023-06-27 05:04:49,2023-07-25 16:09:32,29
106e56eb-b191-48d1-93ba-97b35d12ad4c,854,6652.284,757,2023-06-27 04:27:06,2023-07-22 02:00:06,25
1073604c-0d53-4d0a-af41-6d85133530cf,5,18.372,3,2023-06-28 12:19:51,2023-07-21 07:12:37,23
10946a4a-ec15-4052-aa2c-3f126e4593e1,1,24.41,1,2023-07-05 13:52:36,2023-07-05 13:52:36,1
1094bec4-02aa-4538-b581-4298f2f7f80e,37,161.451,26,2023-07-03 06:28:14,2023-07-25 08:54:18,23
1099a13c-11ad-4e61-acee-17efeed46548,68,394.926,51,2023-07-02 16:41:06,2023-07-25 17:27:37,24
10a4e801-0e77-4b8e-ab5d-1fa4dbe34b0e,2,16.567999999999998,2,2023-07-18 17:22:45,2023-07-23 17:49:24,6
10a7398e-2202-44b8-b19b-9b8493f53805,48,484.175,39,2023-07-05 08:03:59,2023-07-22 16:03:56,18
10a768e0-e3c3-4463-a8f1-2ebcaf4f5184,77,1272.493,54,2023-06-30 10:10:19,2023-07-21 01:47:25,21
10acdbfb-7089-4875-a715-b6a682652ef8,5,100.22,5,2023-07-01 11:54:50,2023-07-01 11:55:59,1
10aec8f8-d02f-49d9-9658-748d2a1c85d8,1,0.086,1,2023-07-11 05:33:41,2023-07-11 05:33:41,1
10b821d8-723a-48a9-880c-718d4bfe4f35,142,2560.035,111,2023-07-07 05:06:59,2023-07-25 18:24:04,19
10bdfaa7-5fb9-440f-a733-8a270ee3865f,2,5.9719999999999995,1,2023-07-20 15:59:08,2023-07-20 15:59:10,1
10bed528-5934-46a6-b24b-469a05fca0f7,42,294.422,34,2023-07-02 04:03:37,2023-07-25 11:06:47,24
10c81ffa-74e4-44ac-a01f-d052e2f9afb5,5648,32069.721,4258,2023-06-27 03:50:45,2023-07-25 19:43:41,29
10d52a26-c9f5-4d1b-9524-3ef9b9a1bb79,151,1678.3410000000001,110,2023-06-29 03:57:05,2023-07-25 10:41:15,27
10d5f3ad-bf11-487d-b4de-cf6d9e6cf4ec,41,1069.039,23,2023-06-27 12:01:24,2023-07-15 05:31:37,18
10e20d04-59b5-481e-8106-300dcb41bf36,9,75.279,6,2023-06-30 17:59:26,2023-07-21 13:21:51,21
10eddefe-85f1-4417-920d-ea85f9ca06b4,57,565.051,42,2023-06-27 02:54:17,2023-07-22 10:06:26,26
10f59b19-3907-47e9-ae12-6c28414af2ad,130,1133.294,105,2023-06-27 06:07:38,2023-07-07 18:59:49,11
10ff2002-067e-45d5-b37a-5eeec87c434d,7,113.609,6,2023-06-29 11:03:14,2023-07-18 04:18:03,19
1102dd4f-eb66-4cf0-a510-8e4379411bd3,1146,5289.521,872,2023-06-27 04:54:28,2023-07-25 13:13:27,29
11088299-79bc-4282-bb31-2f772432a1e7,225,802.586,187,2023-07-01 12:09:26,2023-07-24 02:54:09,23
110eb539-3a8d-42f0-8c7f-409fd910d004,11,100.882,10,2023-06-27 16:15:09,2023-07-25 13:45:14,28
1111043f-f32e-4afb-bb18-ac4220920852,225,1396.95,102,2023-06-27 02:30:37,2023-07-24 05:45:36,28
11181282-2735-4851-851c-87131e300fff,14,205.289,8,2023-07-04 06:03:21,2023-07-20 11:41:51,17
1119e32b-c80b-444f-9858-6b20b6a81d26,5,5.378,2,2023-07-14 13:10:35,2023-07-14 13:10:41,1
111d7409-472b-48da-a0f1-ef6196833408,4767,51205.576,3355,2023-06-27 06:33:55,2023-07-25 10:31:40,29
1135705a-c486-45b4-a983-a8b27be47690,37,483.222,26,2023-06-28 04:31:21,2023-07-24 17:05:37,27
11485d74-5a93-4fce-a2c1-1effaacb651c,4294,36361.039,3289,2023-06-27 05:04:37,2023-07-25 19:38:47,29
114d5ee6-2ae7-412a-8e60-ec1d3c3f5f42,40,481.791,20,2023-07-17 03:43:07,2023-07-17 03:54:36,1
115c9baf-caf2-4f17-9c10-42280ed8f826,423,1467.244,365,2023-07-01 04:42:47,2023-07-15 16:23:18,15
11736e3c-e3e2-47a9-ab94-1269ffc3ea91,1206,5134.557,867,2023-06-27 09:21:43,2023-07-25 14:39:16,29
118af491-b83f-4b7f-9fc3-c84edb4e919e,15,476.734,10,2023-06-27 09:55:25,2023-07-01 05:07:22,4
1193d578-b3d9-49c1-ac66-33208325931b,11,1029.431,6,2023-06-28 01:40:12,2023-07-23 20:26:49,26
11979d39-9541-4ea7-95fa-576c7dd7b0cc,75,658.772,43,2023-06-30 10:30:25,2023-07-24 16:41:34,25
11989d95-cb06-4062-8d32-772d24e2bd10,1,6.09,1,2023-07-04 11:26:42,2023-07-04 11:26:42,1
11996e0c-54b5-443d-b6a5-c036c5dc6478,1,1.389,1,2023-07-13 04:46:15,2023-07-13 04:46:15,1
119f45be-c7c7-4e98-a774-f274c83f783d,698,4156.572,577,2023-06-27 11:05:18,2023-07-24 09:40:57,27
11a6d90a-325d-4ea3-945b-a3776efa3cc1,1,24.722,1,2023-07-12 23:34:13,2023-07-12 23:34:13,1
11afd510-6051-44ee-a5f9-23a8d870f884,21,237.709,13,2023-06-27 05:46:06,2023-06-30 08:18:10,4
11b999f8-cdda-42aa-940a-961ae6253145,41,358.565,37,2023-06-27 17:10:01,2023-07-24 09:43:37,27
11d1e61d-1660-4144-ab73-b4fefebeb1b4,1,11.369,1,2023-06-28 08:02:35,2023-06-28 08:02:35,1
11d4857a-910a-432f-9392-9aabb6c8caca,58,611.914,42,2023-07-07 02:07:46,2023-07-24 05:42:54,18
11d54d27-62b7-4051-a955-7196ac974b9e,4,5.0169999999999995,3,2023-07-03 12:06:46,2023-07-24 15:26:40,22
11d932d3-04d3-43b9-ba28-a4297ddbecd3,64,685.788,60,2023-06-30 00:58:41,2023-07-18 15:30:14,19
11dcbf3d-9e1f-41d7-9592-db8a2b55053e,10,20.947,6,2023-06-27 07:17:48,2023-07-18 03:02:11,21
11e1516f-b755-4c2e-b72d-684461306adf,324,1650.963,264,2023-06-27 02:36:14,2023-07-24 09:30:30,28
11e1d78f-b105-4b88-b70a-fa324c0239c3,1476,9865.829,1035,2023-06-28 10:27:57,2023-07-25 19:53:16,28
11eec900-551d-4ff1-96ac-5004557d1fce,56,554.779,37,2023-06-29 13:49:08,2023-07-22 12:02:43,23
11f89b35-7e7a-4ce0-9826-f0d652e8c897,40,271.999,37,2023-06-27 04:03:57,2023-07-04 11:37:32,8
11fcf100-e03c-4ad5-9ad9-19f956c2ff0b,2,2.787,2,2023-07-10 09:02:53,2023-07-10 09:09:19,1
12045246-380d-4e5c-9f45-6cd8e0e667ae,37,307.618,28,2023-07-12 10:28:12,2023-07-13 02:51:39,1
120947b7-ca9f-4120-ae49-7e3634138b5e,64,1379.293,44,2023-06-29 11:30:10,2023-07-25 08:46:29,26
1216e03d-4fbc-4f6f-836e-2d5837a67df3,69,1284.174,50,2023-07-03 09:52:30,2023-07-25 06:00:21,22
1217d4fb-df34-4fa4-b5ed-1e3e9c70237c,116,759.293,89,2023-07-14 10:13:14,2023-07-20 11:07:46,7
1219dcf3-dd4f-4a3a-a724-0dc12394a1a4,40,342.586,19,2023-07-07 15:35:29,2023-07-07 15:41:33,1
1220cd73-1b54-4b2b-a1a4-4f3580b9f68f,105,1245.298,81,2023-06-27 11:27:51,2023-07-24 14:35:49,28
122542cf-7c6d-4199-8e15-f2c433b3ccb1,135,2583.043,70,2023-06-27 15:08:51,2023-07-25 19:21:23,29
1226ef1b-eb89-44f2-b301-d2e3018b4aa5,100,2010.8899999999999,90,2023-06-27 17:46:08,2023-07-23 17:02:04,26
12328837-d1f5-46af-b09e-789bdbf8752c,17,342.15,12,2023-06-28 06:45:30,2023-07-18 14:02:09,21
1246d6e8-a58a-45d3-acfc-4e5c80708dfa,5,10.092,3,2023-06-30 11:04:44,2023-07-18 10:44:59,18
1248efe0-c02f-4779-be44-777a277dbfe9,33,825.718,23,2023-06-28 06:12:19,2023-07-23 08:10:59,26
124d603c-2153-4a32-b496-e107c8966786,229,2295.169,169,2023-06-28 11:16:16,2023-07-24 08:51:04,26
124e07eb-b501-4dcd-87ea-8089742c7760,110,2639.64,63,2023-07-01 06:01:57,2023-07-23 05:56:27,22
124e5e7c-3d21-4fb2-a637-df6dc1045f16,144,2105.634,91,2023-06-28 05:04:20,2023-07-24 15:35:20,27
124eb23d-eff6-4a86-acf3-bacbc41276ed,95,2753.122,75,2023-06-27 14:53:01,2023-07-25 15:28:47,29
1254f130-53a0-444d-bbe2-0396183e837d,620,3660.208,571,2023-06-28 09:53:19,2023-07-25 17:15:48,28
125b766a-3de0-4fdb-beba-57c90ac3a36d,5,31.744,3,2023-06-27 05:37:35,2023-07-11 15:18:11,15
125f42cf-b4d2-41da-b5a4-0efd95b10258,4,3.168,3,2023-07-05 18:16:42,2023-07-20 05:23:53,15
1262376d-ae81-4a84-b007-ca86b1644b29,12,96.452,8,2023-07-04 15:26:06,2023-07-19 10:14:58,15
1264e39a-98fb-4d25-b5dd-cd2dbf28e74a,232,2686.772,201,2023-06-27 07:34:29,2023-07-25 09:37:57,29
126976a3-3bee-45a6-b11a-10189a0e2d98,2234,15059.778,1852,2023-06-27 04:23:46,2023-07-25 08:04:45,29
1269848c-1f02-4767-99c4-7f40354b60c8,3,32.176,2,2023-07-18 16:05:27,2023-07-20 18:32:22,3
127276ab-8738-421c-ba30-09daca7fc854,132,1567.072,90,2023-06-28 09:37:07,2023-07-25 18:29:32,28
12739da1-db47-425c-8176-39ff47da0b63,1294,11506.92,1108,2023-06-27 02:44:13,2023-07-25 01:38:24,28
1281d83c-92c7-4822-a6b1-b162b851efa5,43,263.477,35,2023-07-01 10:30:08,2023-07-09 08:16:37,8
12951c1a-8f52-4df6-ba93-ec08e8543a1a,3,2.822,1,2023-07-16 02:33:03,2023-07-16 02:33:07,1
1296db0d-4b81-4259-a8dd-d19268d05dc7,148,2659.047,93,2023-06-27 08:10:29,2023-07-25 07:55:02,28
12a32efe-6fc6-4568-af7c-7247363d9103,716,2245.625,532,2023-06-27 06:56:27,2023-06-28 15:38:13,2
12b6f877-193b-456f-af55-994a98ab5123,30,388.095,23,2023-06-29 02:33:07,2023-07-21 10:51:01,23
12b78575-796c-4b3d-b581-d789cb5f9a40,20,36.0,6,2023-07-12 10:21:52,2023-07-13 08:21:08,1
12b7fc74-c2b6-421e-9c62-d95ff84d43df,55,872.996,34,2023-06-29 16:19:33,2023-07-24 08:49:27,25
12c131a9-4c26-4ebd-93a6-38cc7f533491,42,316.972,18,2023-07-02 08:35:11,2023-07-22 10:49:00,21
12c70f9d-826c-4c01-8652-b2edcdfc8ec3,1,20.282,1,2023-07-19 14:58:52,2023-07-19 14:58:52,1
12ca4b88-5635-4f89-9f08-a6b6ab87a6f9,4427,25082.539,3540,2023-06-27 04:27:14,2023-07-25 12:57:27,29
12d2840e-e45f-47ea-ad95-46320c228346,66,1988.1699999999998,55,2023-06-30 14:48:36,2023-07-21 12:19:39,21
12d468ac-cdea-4ef0-9d84-045cd7516233,124,2515.993,76,2023-06-27 04:56:05,2023-07-25 21:18:11,29
12d589c1-d4ec-4693-bf4d-60ed3b21d605,74,521.4159999999999,70,2023-07-16 12:25:58,2023-07-24 06:18:48,8
12da2f99-3ba4-45cb-bc56-6c82429f0a2c,147,2039.753,92,2023-06-27 16:45:30,2023-07-25 15:03:42,28
12e4ab49-36f3-4a61-b644-5b7c5682b953,453,3697.793,375,2023-06-27 03:53:36,2023-07-24 03:45:18,27
1308e6fb-8074-4747-8bb6-6f1c8f9273dc,115,4109.642,90,2023-06-27 01:51:42,2023-07-23 10:03:40,27
1312e5e6-aac9-43e7-a578-c3be154f1a41,185,1857.609,114,2023-06-27 10:08:39,2023-07-25 18:17:21,29
1313219b-3be0-47e5-9938-313bc10e80b7,360,3035.97,306,2023-06-30 05:31:02,2023-07-19 10:00:09,20
13154970-7329-472e-a854-53a2d0455a75,11,97.439,8,2023-07-02 07:30:40,2023-07-18 15:17:22,17
13178f74-f5e1-4b18-8c65-cd465f9f6c27,8,109.643,6,2023-07-03 03:45:36,2023-07-17 03:22:43,14
131cdaf6-1a33-45a6-bef5-2524d0ca2fa0,87,706.77,75,2023-07-12 05:57:44,2023-07-12 06:09:17,1
131f3022-5c18-4983-8b05-32fa81172f6a,52,890.851,42,2023-07-04 06:09:00,2023-07-23 11:56:32,20
13235343-ef96-4e64-9fab-2d82e91709b7,6,58.111999999999995,4,2023-07-01 16:09:29,2023-07-17 08:04:17,16
1323af16-b1fb-4011-95b3-1e06c3991d76,79,567.683,64,2023-06-27 08:57:25,2023-07-08 16:27:21,12
132be0c9-1774-419f-9d79-75bfb91f7b7a,253,2347.457,153,2023-06-27 10:07:27,2023-07-18 16:20:58,22
132e9897-583f-4cbd-8fac-6b83a695ff85,200,1396.041,150,2023-06-27 04:22:21,2023-07-23 16:36:05,27
13341ce4-73cb-482f-922e-cf66b3f6f269,50,879.833,46,2023-07-20 05:42:55,2023-07-20 18:37:56,1
13467d7f-16af-4443-8e57-ab946db56b40,3,30.671,2,2023-07-17 08:27:18,2023-07-17 08:50:03,1
13505e7b-7b82-4cb4-82d0-abe994b46401,4,102.964,3,2023-07-20 15:55:10,2023-07-21 14:39:54,1
1357a9fd-7208-4ca1-bc8d-2f674407780e,178,1263.806,121,2023-06-28 16:01:18,2023-07-22 17:18:07,25
1359acc1-9a89-4cf8-90c3-d24d4ca3dc54,3,9.715,2,2023-07-11 15:02:14,2023-07-23 08:04:27,12
135b3c59-d8f6-4289-9b75-d2f7aea0a069,1220,4653.498,1065,2023-06-27 04:03:06,2023-07-25 15:09:47,29
1361166b-9700-4188-bf63-31d12b7d824f,15,192.796,3,2023-07-12 07:33:58,2023-07-12 07:56:48,1
1362e0c4-e992-4c29-8544-dfba8e729ace,66,1231.256,40,2023-06-28 06:14:05,2023-07-24 15:47:02,27
1364fd10-7345-4c3a-8763-cd8c11f1e1fe,59,866.239,36,2023-06-27 09:27:41,2023-07-23 10:22:54,27
136849ec-6941-42fa-99e8-3b2386beb5e0,128,1044.2839999999999,91,2023-07-04 15:45:40,2023-07-21 16:43:31,18
13756fda-f18a-4dd8-b320-bb82b472d99c,657,9147.742,460,2023-06-27 17:18:39,2023-07-25 00:49:52,28
13760b07-595b-401f-8548-985a695bb240,15,70.745,14,2023-07-02 08:42:18,2023-07-09 18:14:51,8
13776665-e0a1-46ca-a4fe-97d3145befa5,111,2472.573,88,2023-07-04 06:27:03,2023-07-21 00:19:57,17
13795a05-b3e6-44dc-a252-f0520b0de596,2,5.83,2,2023-06-29 07:04:06,2023-07-14 09:47:32,16
13843a7c-bfce-45f6-88b6-9a75708d3e19,2,0.774,1,2023-07-11 13:29:33,2023-07-11 13:29:51,1
1385ba88-0c7a-4864-a1b0-dbf8009936e3,8,21.66,6,2023-07-03 02:43:52,2023-07-25 15:07:35,23
138d9ba7-dd81-4b40-a903-66be610c05ed,146,2568.413,103,2023-06-27 05:53:06,2023-07-25 14:30:44,29
138e7297-67c3-4d67-9d54-bfbdff8105f5,20,254.757,13,2023-06-27 08:22:38,2023-07-02 19:01:09,6
1390b320-5b90-4b50-9938-60e0ec616f39,115,2694.629,84,2023-06-28 16:49:14,2023-07-22 07:40:41,24
139c708e-383a-42e7-8389-1c9ec3cce466,1776,25002.704,1058,2023-06-27 14:56:11,2023-07-25 06:10:49,28
139e1a5c-5302-416d-8295-6babe7ff83b7,13,108.168,6,2023-07-14 16:04:17,2023-07-24 12:06:21,10
13a75534-9729-4e7b-92e9-1032f19563a7,147,665.714,101,2023-06-29 14:17:13,2023-06-30 15:35:35,2
13a9cec4-6d7e-4270-b24b-bdc55cb6f234,216,2726.738,135,2023-06-27 07:19:07,2023-07-21 06:35:20,24
13aaeaa6-6b04-4ecb-9a8e-59a084f4620d,21,191.973,19,2023-06-29 12:14:45,2023-07-20 10:08:18,21
13b2b25e-26dc-41d2-a59b-8490dec0d702,2669,23226.313000000002,2441,2023-06-27 17:08:28,2023-07-25 14:10:47,28
13c35d89-f372-4419-ad61-c000bbeb97ae,156,528.562,104,2023-06-30 13:26:46,2023-07-23 09:05:50,23
13cc0482-7209-4f19-a81c-44ddba9f62b3,235,1797.466,189,2023-06-27 12:11:01,2023-07-22 06:40:39,25
13ccfb3f-8c8f-4048-8c52-d0b71d6b39c6,157,1261.003,132,2023-06-28 08:42:00,2023-07-25 14:09:52,28
13d7e002-bdb6-4535-8f05-4c3dc5a65fcc,149,1485.419,114,2023-06-27 05:42:53,2023-07-24 05:32:06,27
13e13392-9053-49c8-a589-0f1daeca2c0c,2492,29561.248,1862,2023-06-27 06:55:43,2023-07-25 20:05:28,29
13e7d623-fad5-4c63-aaec-92b4d315d358,57,248.965,48,2023-06-29 04:29:42,2023-07-25 05:07:16,27
13fc9c37-4866-4d16-bbc5-40f32cd23628,43,360.538,36,2023-06-30 14:01:54,2023-07-03 04:00:05,3
13fda43b-50f2-4beb-8221-e0ab521167d7,49,650.798,36,2023-07-04 17:45:28,2023-07-24 16:04:20,20
1426b2d1-8dff-4a23-9317-ec4f8d1a0f51,203,2674.461,148,2023-06-27 07:57:20,2023-07-24 15:20:36,28
142c11a3-c469-47ef-9853-29beffd41717,65,2238.418,43,2023-06-27 10:23:12,2023-07-22 14:39:45,26
142f5bed-98ba-441e-9b39-535eebf8e93f,1,60.87,1,2023-06-30 13:44:34,2023-06-30 13:44:34,1
14342807-314f-4055-9be7-6de27a910219,35,505.281,29,2023-06-28 17:24:55,2023-07-23 14:30:06,25
1439ccb5-d8b2-429c-8b89-1764853ddcb7,46,399.308,36,2023-07-12 03:47:47,2023-07-13 02:06:59,1
1445c4fa-61d0-4dd9-9da1-a99a8ecb996b,7,14.658,7,2023-06-28 07:25:24,2023-06-28 07:25:44,1
14518b45-839a-4fac-8479-53cf07728457,16,68.341,16,2023-07-18 04:31:40,2023-07-22 08:40:59,5
1455a49b-2b71-4214-af12-bfc624c83ad1,3,54.224,2,2023-07-15 16:39:43,2023-07-24 07:41:58,9
145b44eb-90c1-429a-8159-a29e2df39146,9,46.202000000000005,4,2023-07-09 14:04:54,2023-07-09 14:05:37,1
146aa581-a68b-4e1f-a74a-a2bcc090c19c,9,80.17999999999999,7,2023-06-29 12:29:50,2023-07-17 18:26:33,19
147cd724-2126-4e7b-bd41-d13939bb2b4c,106,2240.844,78,2023-06-27 06:34:02,2023-07-25 10:05:15,29
148eff51-3e3a-4f80-88ae-075ba8099a0e,41,270.007,27,2023-07-03 13:11:21,2023-07-20 03:09:04,17
14930dde-b434-4f98-a3b5-92421389bfd6,10,56.243,3,2023-07-12 04:03:16,2023-07-12 04:04:29,1
1493e114-3408-407b-af75-32ad03664af9,6,56.238,2,2023-07-24 09:55:14,2023-07-24 09:56:06,1
149f7eea-fcc2-4873-b4ad-54ab3f87717c,648,4199.28,611,2023-06-28 04:02:59,2023-07-23 13:03:50,26
14ae3045-f5ea-44aa-8367-38b38cab85a0,5,8.107,4,2023-06-28 05:10:00,2023-07-22 13:18:15,25
14b0e8dd-23ca-4ba5-a9c4-17bfa8693014,183,271.639,102,2023-06-28 02:47:20,2023-07-24 13:33:49,27
14b3f0c1-80fd-4f62-9e5b-ceb7efee6c1d,265,908.783,239,2023-06-27 05:32:03,2023-07-22 11:17:16,26
14bb109b-a850-40ab-b9b4-a5ef1cb10244,4889,30955.474,3637,2023-06-28 02:23:31,2023-07-25 06:08:55,28
14c99a96-8c10-4e7d-b663-408d79ffc2f3,106,768.686,85,2023-06-29 14:03:29,2023-07-15 13:25:40,16
14cc3667-70db-40db-a288-24cd503ac9a0,107,3893.475,52,2023-06-29 16:46:37,2023-07-15 11:55:04,16
14d059da-1eee-4965-8ed5-4bb410b95da7,10,301.778,9,2023-07-14 10:03:55,2023-07-17 06:36:25,3
14da20a1-1c6e-415a-b851-f486626d1323,364,884.829,321,2023-07-01 16:44:43,2023-07-19 17:32:07,19
14dd2a97-36e1-4cd5-b236-e03f570b1765,14,97.67,10,2023-07-03 14:24:37,2023-07-11 11:05:20,8
14f0dc9d-1ac1-4582-b3ca-4b6b07e2b545,51,877.602,47,2023-07-01 06:15:00,2023-07-24 15:25:59,24
15019d2e-780a-4585-84b3-86b7f9a8e33b,59,426.903,51,2023-06-27 09:43:50,2023-07-24 16:04:36,28
1506c347-df75-4509-abd8-a0de2e8be305,5414,60913.72,4897,2023-06-27 06:36:05,2023-07-25 14:25:54,29
1519b0c6-3d35-4b7d-92a0-46712ca7d2f8,44,769.631,36,2023-07-15 12:28:27,2023-07-23 11:40:32,8
151c6cfe-efc8-4f8a-9d83-5fa44327890e,1249,11436.463,986,2023-06-27 05:02:27,2023-07-25 16:49:09,29
1520f539-9a9b-434b-9769-ccbf074fa47c,77,1680.95,57,2023-06-27 10:53:46,2023-07-25 16:32:40,29
152a3b52-cbae-45dd-8a5f-2e0d01912a8b,95,1082.584,68,2023-06-27 02:16:12,2023-07-10 03:18:16,14
152b622d-1f86-48e4-9648-e65c86e26067,314,4197.907,232,2023-06-27 02:17:39,2023-07-25 16:27:38,29
152db3b2-0230-4446-ac55-31f94b2bbcaf,1,22.05,1,2023-07-24 18:26:01,2023-07-24 18:26:01,1
153e39bb-8909-453f-aacd-37f5b38f1eea,57,387.444,53,2023-06-28 05:02:31,2023-07-25 04:56:01,27
1540014a-b450-4735-a781-b258e267e49e,10,156.627,8,2023-06-27 08:27:38,2023-07-24 12:08:14,28
15415789-2dac-477c-9eaf-5e4bbcf4b823,2,7.304,2,2023-07-14 09:43:38,2023-07-23 10:02:30,10
155588d7-c1c9-49a1-bf8e-0774239c1ad7,793,15149.386,550,2023-06-27 04:12:33,2023-07-17 19:49:28,21
1555c885-626e-453d-9e4c-deaa26581514,44,110.689,42,2023-06-27 20:10:56,2023-07-20 18:32:44,23
1558c70a-e22b-4018-b016-7f3829af0d43,8,151.249,8,2023-06-28 09:03:22,2023-07-23 04:08:16,25
155ae53f-89fc-47ba-a241-d57f1cc1f575,3409,40553.173,2754,2023-06-27 00:30:31,2023-07-25 17:00:07,29
155b968d-46e4-4a34-9f40-901c2228877c,7,65.844,4,2023-06-27 16:11:41,2023-07-18 08:48:06,21
15757ac6-3838-44e1-8a11-11bb532d7af6,426,4162.701,364,2023-06-27 05:43:19,2023-07-25 00:43:39,28
15759269-a2e3-4058-8be6-03ec2f15afaf,43,336.957,39,2023-07-11 12:21:30,2023-07-22 17:56:42,12
1575efa4-a233-4532-a78d-12fc0a70bcd1,10,38.197,8,2023-06-28 15:25:19,2023-06-28 15:25:59,1
1576d1b3-ec1b-473c-a173-0a74aba7575b,91,1055.229,63,2023-06-27 13:09:16,2023-07-25 16:32:48,29
15783341-8696-4dd5-a56b-afd97ceaecc1,98,644.0360000000001,97,2023-07-02 04:39:09,2023-07-02 04:50:31,1
157c27e8-8fad-4951-aed4-5896176d7426,3825,52690.446,2911,2023-06-27 02:59:51,2023-07-18 03:14:02,22
158a4243-7a09-4b66-9f72-7b36a4a2e3e1,25,98.07,16,2023-07-12 18:47:18,2023-07-12 18:49:44,1
158e6705-2252-4140-97d8-0f2593e35114,1,13.537,1,2023-07-04 11:02:05,2023-07-04 11:02:05,1
15951148-0f66-4524-8bcc-8254ac898f1a,1,44.03,1,2023-07-01 08:35:19,2023-07-01 08:35:19,1
159a730c-f37b-4142-b29e-2aaf80e5633b,1,2.507,1,2023-07-23 06:06:41,2023-07-23 06:06:41,1
15a7b1c6-6e1d-42f5-adc5-5f5dfd7aba62,2,2.576,2,2023-07-07 04:02:26,2023-07-07 04:02:26,1
15abadfb-619c-44d1-8a57-b3c7abdf797d,2,4.279999999999999,1,2023-07-12 03:10:27,2023-07-12 03:10:31,1
15be3c78-acc0-4697-aa69-abe12e5c3b7d,838,14154.634,664,2023-06-29 07:40:32,2023-07-25 13:23:33,27
15d71335-0dc7-4d97-a0f6-c1924aaafff4,78,1040.888,67,2023-06-28 13:11:36,2023-07-24 12:04:02,26
15d863a0-c6b2-49f3-9660-43e7a85f0bc8,783,12389.397,663,2023-06-27 05:06:58,2023-07-25 12:04:49,29
15e3a0b8-92ee-44fb-b7ab-aec5656f9125,79,1266.983,57,2023-06-27 08:13:34,2023-07-15 00:52:12,18
15e5e61b-46c8-43d8-81f6-e8058b56d77e,14,46.488,6,2023-07-12 15:20:30,2023-07-12 15:21:18,1
15e7a977-7c81-460e-933d-4b5bb764d97e,25,190.042,16,2023-07-02 10:48:00,2023-07-16 07:06:43,14
15eed40f-27e9-47b0-bd59-ae4946069de5,9,26.959,6,2023-07-23 10:04:18,2023-07-23 10:07:05,1
15efcc55-fa8f-4146-be6a-2242535fc597,331,2540.203,271,2023-06-28 16:12:46,2023-07-25 04:20:56,27
15f83688-c0a1-4877-aaf5-de07b50acb6b,5082,31264.671,3777,2023-06-27 03:13:54,2023-07-25 14:47:12,29
15fc535c-6e60-494e-b678-733b047d9e4c,957,2610.724,888,2023-06-28 02:38:44,2023-07-25 13:20:52,28
15fea90e-5a79-4ee0-bc46-d6d69b3be440,101,437.381,96,2023-06-28 06:04:38,2023-07-24 08:40:35,27
161500d3-8a2b-4a77-9661-e048ee20ea3e,2,30.514000000000003,2,2023-07-02 13:25:56,2023-07-02 13:26:08,1
